Bin,Chr,Start,Stop,R001,R002,R003,R004,R005,R006,R007,R008,R009,R010,R012,R013,R014,R015,R016,R017,R018,R019,R020,R021,R022,R023,R025,R027,R028,R029,R030,R031,R032,R033,R034,R036,R039,R040,R041,R042,R043,R044,R045,R046,R048,R049,R050,R051,R053,R054,R055,R056,R057,R059,R060,R061,R062,R063,R064,R065,R066,R067,R068,R069,R070,R071,R072,R073,R074,R075,R076,R077,R078,R079,R080,R081,R082,R083,R084,R086,R087,R089,R090,R092,R093,R094,R097,R098,R099,R100,R101,R103,R105,R106,R107,R108,R109,R111,R112,R113,R115,R116,R118,R119,R120,R121,R122,R123,R125,R126,R127,R128,R129,R130,R131,R132,R133,R135,R137,R138,R139,R140,R141,R142,R143,R144,R145,R146,R147,R148,R149,R150,R151,R152,R153,R154,R155,R156,R157,R158,R159,R160,R161,R163,R164,R166,R167,R168,R169,R170,R171,R172,R173,R174,R175,R176,R177,R178,R179,R180,R181,R182,R183,R184,R185,R186,R187,R188,R189,R190,R191,R193,R194,R195,R196,R197,R198,R199,R200,R202,R203,R204,R205,R206,R208,R209,R210,R211,R213,R214,R216,R218,R219,R220,R221,R222,R223,R224,R225,R226,R227,R228,R229,R230,R231,R232,R233,R234,R235,R236,R237,R238,R239,R241
Bin743,chr05,16.192,16.337,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin744,chr05,16.337,16.454,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P2,P1,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin745,chr05,16.454,16.504,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin746,chr05,16.504,16.53,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin747,chr05,16.53,16.559,P2,P2,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin748,chr05,16.559,16.592,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin749,chr05,16.592,16.73,P2,P2,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin750,chr05,16.73,16.768,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin751,chr05,16.768,16.948,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin752,chr05,16.948,17.117,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P1
Bin753,chr05,17.117,17.378,P2,P1,P2,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1
Bin754,chr05,17.378,17.914,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P1,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1
Bin755,chr05,17.914,18.095,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P1,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1
Bin756,chr05,18.095,18.35,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P1,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P2,P1,P1,P2,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1
Bin757,chr05,18.35,18.416,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P2,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P1,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P2,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P2,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2
Bin758,chr05,18.416,18.532,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P1,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P2,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P1,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P2,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2
Bin759,chr05,18.532,18.908,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P1,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P1,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P2,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P1,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P2,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P2
Bin760,chr05,18.908,18.97,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P2,P2,P1,P1,P2,P2,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P1,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P2,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P1,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P2,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P2
Bin761,chr05,18.97,18.984,P2,P2,P2,P2,P1,P2,P1,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P2,P2,P1,P1,P2,P2,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P2,P2,P2,P1,P1,P2,P1,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P2,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P2,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P1,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P2,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P2
Bin762,chr05,18.984,19.06,P2,P1,P2,P2,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P2,P2,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P1,P2,P2,P2,P2,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P2,P2,P1,P1,P2,P2,P1,P1,P1,P1,P2,P2,P1,P2,P2,P1,P2,P2,P2,P1,P1,P1,P1,P1,P1,P2,P2,P2,P2,P1,P1,P2,P1,P2,P1,P1,P2,P1,P1,P2,P2,P2,P2,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P2,P1,P1,P2,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P2,P2,P1,P1,P2,P2,P2,P1,P1,P1,P2,P2,P2,P1,P1,P2,P1,P1,P1,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P1,P1,P1,P2,P2,P2,P2,P1,P2,P1,P2,P2,P1,P1,P2,P1,P2,P1,P1,P1,P2,P2,P1,P1,P1,P2,P1,P1,P2,P2,P1,P2,P2,P2,P1,P2,P2,P1,P1,P1,P1,P1,P2,P1,P2,P1,P2,P2,P2,P2,P1,P2,P2
